is_dad_joke,dad_joke
1,"Shout out to my grandma, that's the only way she can hear."
1,"A woman is on trial for beating her husband to death with his guitar collection. Judge says, ‘First offender?’ She says, ‘No, first a Gibson! Then a Fender!’"
1,Bad at golf? Join the club.
1,Yesterday a clown held a door open for me. I thought it was a nice jester.
1,Where do bees go to the bathroom?  The BP station.
1,Don't tell secrets in corn fields. Too many ears around.
1,Why did the belt go to prison? He held up a pair of pants!
1,My first time using an elevator was an uplifting experience. The second time let me down.
1,"What do you call a gorilla wearing headphones? Anything you'd like, it can't hear you."
1,Did you hear that David lost his ID in prague? Now we just have to call him Dav.
1,Without geometry life is pointless.
1,"Sgt.: Commissar! Commissar! The troops are revolting! Commissar: Well, you’re pretty repulsive yourself."
1,"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down""."
1,"What's the difference between a seal and a sea lion?
An ion!"
1,What did one snowman say to the other snow man? Do you smell carrot?
1,"I finally bought the limited edition Thesaurus that I've always wanted. When I opened it, all the pages were blank.
I have no words to describe how angry I am."
1,"Two fish are in a tank, one turns to the other and says, ""how do you drive this thing?"""
1,Why do choirs keep buckets handy? So they can carry their tune
1,The word queue is ironic. It's just q with a bunch of silent letters waiting in line.
1,How does a French skeleton say hello? Bone-jour.
1,"If two vegans are having an argument, is it still considered beef?"
1,"What do you call a gorilla wearing headphones? Anything you'd like, it can't hear you."
1,Why was the big cat disqualified from the race? Because it was a cheetah.
1,"If you want a job in the moisturizer industry, the best advice I can give is to apply daily."
1,How do you find Will Smith in the snow?  Look for fresh prints.
1,"Egyptians claimed to invent the guitar, but they were such lyres.﻿"
1,Breaking news! Energizer Bunny arrested – charged with battery.
1,What do prisoners use to call each other? Cell phones.
1,What do I look like? A JOKE MACHINE!?
1,A Skeleton walked into a bar he said I need a beer and a mop
1,I couldn't figure out how the seat belt worked. Then it just clicked.
1,"This furniture store keeps emailing me, all I wanted was one night stand!"
1,Why does Superman get invited to dinners? Because he is a Supperhero.
1,"“Doctor, I’ve broken my arm in several places” Doctor “Well don’t go to those places.”"
1,What's the worst thing about ancient history class? The teachers tend to Babylon.
1,What did the pirate say on his 80th birthday? Aye Matey!
1,"Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!"
1,What do you call a dictionary on drugs? High definition.
1,Toasters were the first form of pop-up notifications.
1,"Why does it take longer to get from 1st to 2nd base, than it does to get from 2nd to 3rd base? Because there’s a Shortstop in between!"
1,Don't trust atoms. They make up everything.
1,What time did the man go to the dentist? Tooth hurt-y.
1,"A man walked in to a bar with some asphalt on his arm. He said “Two beers please, one for me and one for the road.”"
1,Whoever invented the knock-knock joke should get a no bell prize.
1,You know what they say about cliffhangers...
1,I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.
1,Writing with a broken pencil is pointless.
1,"A woman is on trial for beating her husband to death with his guitar collection. Judge says, ‘First offender?’ She says, ‘No, first a Gibson! Then a Fender!’"
1,What do you get when you cross a rabbit with a water hose? Hare spray.
1,Why did the barber win the race? He took a short cut.
1,Did you hear about the guy whose whole left side was cut off? He's all right now.
1,Leather is great for sneaking around because it's made of hide.
1,Leather is great for sneaking around because it's made of hide.
1,"A man walked in to a bar with some asphalt on his arm. He said “Two beers please, one for me and one for the road.”"
1,"What did celery say when he broke up with his girlfriend? She wasn't right for me, so I really don't carrot all."
1,"What's the difference between a guitar and a fish? You can tune a guitar but you can't ""tuna"" fish!"
1,I thought about going on an all-almond diet. But that's just nuts.
1,What’s Forest Gump’s Facebook password? 1forest1
1,What lies at the bottom of the ocean and twitches? A nervous wreck.
1,Slept like a log last night … woke up in the fireplace.
1,"Man, I really love my furniture... me and my recliner go way back."
1,"I used to be addicted to the hokey pokey, but I turned myself around."
1,Why did the girl smear peanut butter on the road? To go with the traffic jam.
1,How do you make holy water? You boil the hell out of it.
1,"Doctor you've got you help me, I'm addicted to twitter. Doctor: I don't follow you."
1,Did you hear about the cheese factory that exploded in France? There was nothing left but de Brie.
1,"I used to hate facial hair, but then it grew on me."
1,"This morning I was wondering where the sun was, but then it dawned on me."
1,"When my wife told me to stop impersonating a flamingo, I had to put my foot down."
1,I wish I could clean mirrors for a living. It's just something I can see myself doing.
1,Where does batman go to the bathroom? The batroom.
1,"I was wondering why the frisbee was getting bigger, then it hit me."
1,What do you call a troublesome Canadian high schooler? A poutine.
1,What do you call a nervous javelin thrower? Shakespeare.
1,How do you find Will Smith in the snow?  Look for fresh prints.
1,"I gave all my dead batteries away today, free of charge."
1,A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement
1,Did you hear the one about the guy with the broken hearing aid? Neither did he.
1,Why do bears have hairy coats? Fur protection.
1,"What did the scarf say to the hat? You go on ahead, I am going to hang around a bit longer."
1,"I thought my wife was joking when she said she'd leave me if I didn't stop signing ""I'm A Believer""... Then I saw her face."
1,"I used to be addicted to the hokey pokey, but I turned myself around."
1,"Do you want a brief explanation of what an acorn is? In a nutshell, it's an oak tree."
1,"Can you make me a sandwich? Poof, you're a sandwich."
1,Where do bees go to the bathroom?  The BP station.
1,Writing with a broken pencil is pointless.
1,It doesn't matter how much you push the envelope. It will still be stationary.
1,Why did the octopus beat the shark in a fight? Because it was well armed.
1,"Whenever the cashier at the grocery store asks my dad if he would like the milk in a bag he replies, ‘No, just leave it in the carton!’"
1,What did the shy pebble wish for? That she was a little boulder.
1,"Hostess: Do you have a preference of where you sit?
Dad: Down."
1,Why was Santa's little helper feeling depressed? Because he has low elf esteem.
1,Have you heard about corduroy pillows?  They're making headlines!
1,A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off.
1,What did the beaver say to the tree? It's been nice gnawing you.
1,What do you call a nervous javelin thrower? Shakespeare.
1,Do I enjoy making courthouse puns? Guilty
1,"Doctor you've got you help me, I'm addicted to twitter. Doctor: I don't follow you."
